"Country","stockNum","k","hsum","Bcurrent","g","p","phi","MSY","C","PiMSY","FMSY","BMSY","Fcurrent"
"Indonesia",156,114783071.202135,3422397,52826530.2958288,0.0779687160948352,1523.24733456897,0.188,3579632.42143866,36222224717.9696,4139039900.04455,0.0779687160948352,45911137.1935979,0.0647855723409159
